stage,trial,best_iteration,perf_recall_test,fairness_ratio_test,predictive_equality_age_test,thr_star,fpr_test,recall_val,fpr_val,fairness_ratio_val,predictive_equality_age_val,aeq_fpr_parity_age_test,aeq_fpr_parity_income_test,aeq_fpr_parity_employment_status_test,aeq_fpr_parity_age_val,aeq_fpr_parity_income_val,aeq_fpr_parity_employment_status_val,attribute_n_distinct_groups,attribute_is_degenerate
lightgbm,0,223,0.4850590687977762,0.042677933725757795,0.32651799704840245,0.5955603245015418,0.050941958720044325,0.47914110429447854,0.04985765848202938,0.03010643640416252,0.2711241943769733,0.32651799704840245,0.273352903413512,0.042677933725757795,0.2711241943769733,0.2540976762664911,0.03010643640416252,"{""test"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}, ""val"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}}","{""test"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}, ""val"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}}"
lightgbm,1,704,0.5271021542738012,0.029709560361834482,0.31654028798418127,0.7344063577338621,0.055018502760572296,0.5202453987730061,0.04999745818717909,0.012118663232905037,0.2533420171124741,0.31654028798418127,0.25934882390017366,0.029709560361834482,0.2533420171124741,0.23760817182323085,0.012118663232905037,"{""test"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}, ""val"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}}","{""test"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}, ""val"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}}"
lightgbm,2,633,0.5396108408617095,0.02715301460351867,0.32316128477451533,0.7661305921094127,0.05598816614885323,0.5214723926380368,0.04955899547557318,0.012227238437610597,0.25635869939674666,0.32316128477451533,0.2739160958961629,0.02715301460351867,0.25635869939674666,0.24514484204716158,0.012227238437610597,"{""test"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}, ""val"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}}","{""test"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}, ""val"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}}"
lightgbm,3,1,0.30020847810979845,0.21557653438175778,0.4091896416136179,0.9999829443569452,0.03275087566540676,0.27423312883435585,0.0351850439733618,0.18187531958845496,0.37153482356596673,0.4091896416136179,0.4128172768847749,0.21557653438175778,0.37153482356596673,0.4163807205421313,0.18187531958845496,"{""test"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}, ""val"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}}","{""test"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}, ""val"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}}"
lightgbm,4,806,0.5218902015288395,0.03402594821602192,0.31828252436832927,0.7290740201052315,0.054276413432806286,0.5202453987730061,0.049864013014081644,0.01822155731561757,0.2624780158776245,0.31828252436832927,0.25119994212349267,0.03402594821602192,0.2624780158776245,0.23606035013241453,0.01822155731561757,"{""test"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}, ""val"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}}","{""test"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}, ""val"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}}"
lightgbm,5,1014,0.5423905489923558,0.02482611700927643,0.3251481419013474,0.7788734726985047,0.057506975639681,0.5202453987730061,0.04953357734736414,0.01236357001600904,0.25409419718865855,0.3251481419013474,0.27313110687084136,0.02482611700927643,0.25409419718865855,0.24366204848630077,0.01236357001600904,"{""test"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}, ""val"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}}","{""test"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}, ""val"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}}"
lightgbm,6,135,0.5052119527449618,0.07050136242057302,0.3496682308621849,0.8132886266611696,0.05912967763639602,0.47730061349693254,0.04999110365512684,0.018366172849868502,0.27993311065856047,0.3496682308621849,0.28144379237849027,0.07050136242057302,0.27993311065856047,0.24268892832902064,0.018366172849868502,"{""test"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}, ""val"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}}","{""test"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}, ""val"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}}"
lightgbm,7,473,0.5246699096594858,0.040986248959198265,0.31599338488007805,0.7611015136420058,0.05585459006985534,0.5153374233128835,0.04995297646281328,0.012042574561665008,0.2659591550197687,0.31599338488007805,0.2638028652080781,0.040986248959198265,0.2659591550197687,0.24634501497902508,0.012042574561665008,"{""test"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}, ""val"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}}","{""test"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}, ""val"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}}"
lightgbm,8,131,0.44301598332175124,0.05311622575023214,0.3596821958011843,0.6290011240965496,0.05090238062256347,0.4619631901840491,0.0499656855269178,0.024456259152382025,0.29233633932248504,0.3596821958011843,0.28900624047502854,0.05311622575023214,0.29233633932248504,0.2983772637549474,0.024456259152382025,"{""test"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}, ""val"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}}","{""test"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}, ""val"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}}"
lightgbm,9,1,0.30020847810979845,0.21557653438175778,0.4091896416136179,0.9999267773435274,0.03275087566540676,0.27423312883435585,0.0351850439733618,0.18187531958845496,0.37153482356596673,0.4091896416136179,0.4128172768847749,0.21557653438175778,0.37153482356596673,0.4163807205421313,0.18187531958845496,"{""test"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}, ""val"": {""age_group"": 2, ""employment_status_group"": 7, ""income_group"": 4}}","{""test"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}, ""val"": {""age_group"": 0, ""employment_status_group"": 0, ""income_group"": 0}}"
