epoch,train_loss,val_auc,val_prauc,val_recall_at_fpr,val_fpr,val_threshold,is_best_epoch,epoch_seconds
1,0.08809923264609894,0.8828408512515543,0.1328705038817879,0.5067484662576687,0.04995297646281328,0.032376352697610855,1,24.262649059295654
2,0.04658759654745019,0.8850546103806387,0.13437401880892103,0.5110429447852761,0.04999110365512684,0.037154924124479294,1,22.885588884353638
3,0.045547042333501646,0.8852578170100608,0.13895862924792088,0.50920245398773,0.04971150424482741,0.03372761607170105,0,24.29192805290222
4,0.04501506889376841,0.8832789962365576,0.14365922187344762,0.5165644171779141,0.04997839459102232,0.024871133267879486,1,24.602393865585327
5,0.04465456979391573,0.8832624452145774,0.14295429094510087,0.5226993865030675,0.04985765848202938,0.06852848827838898,1,25.379151105880737
6,0.04451503221554614,0.8865823353989072,0.1463956705756545,0.5239263803680981,0.04999745818717909,0.04773305729031563,1,25.285614013671875
7,0.04434050216819991,0.8839528729190271,0.1469575601049373,0.5282208588957055,0.04989578567434294,0.03938492015004158,1,24.339040517807007
8,0.044327157733201616,0.8871297880814241,0.14460557982788005,0.5263803680981595,0.04981953128971583,0.03593305125832558,0,25.1045138835907
9,0.044222630385254265,0.887399070148732,0.14506369856766269,0.5226993865030675,0.04972421330893193,0.053616639226675034,0,25.503007173538208
10,0.04404566271706201,0.888293443245686,0.14713690285295827,0.5269938650306748,0.049851303949977124,0.027932316064834595,0,24.601152658462524
11,0.044038563007299546,0.8855283465928636,0.14676170488032214,0.5233128834355828,0.04994662193076102,0.08563104271888733,0,24.76747441291809
12,0.04394426450410452,0.8880271747079957,0.1444215105489864,0.5190184049079755,0.04973692237303645,0.04233215004205704,0,25.496880531311035
13,0.043783150141879265,0.8872614380017546,0.14669702013804603,0.5282208588957055,0.0498703675461339,0.052161868661642075,0,21.970067977905273
14,0.043761213181036276,0.8864837251467623,0.14463121664772471,0.5282208588957055,0.0499656855269178,0.028398780152201653,0,25.365500688552856
15,0.04383419063647827,0.886297551002332,0.1439734108106983,0.5184049079754601,0.04999745818717909,0.03799830377101898,0,25.075004816055298
16,0.04370253233032729,0.8857235632753894,0.14390452918195554,0.5214723926380368,0.0499339128666565,0.07847600430250168,0,22.42551279067993
17,0.04371941323974118,0.886378787651967,0.14317406319464715,0.5202453987730061,0.04935565044990087,0.055777568370103836,0,25.4431312084198
18,0.043651476120623575,0.8859685226890321,0.1468362516624838,0.5276073619631901,0.04995933099486554,0.047401804476976395,0,24.633507251739502
19,0.043473688662415085,0.884904126874821,0.14177717638491555,0.5141104294478528,0.049851303949977124,0.059301313012838364,0,24.44342827796936
20,0.04342549833212552,0.8851231457631411,0.14042636406639392,0.5159509202453988,0.04999110365512684,0.050463706254959106,0,23.217108964920044
