epoch,train_loss,val_auc,val_prauc,val_recall_at_fpr,val_fpr,val_threshold,is_best_epoch,epoch_seconds
1,0.0893467566624643,0.8659129372970642,0.10711126938336674,0.4785276073619632,0.04992120380255198,0.028294546529650688,1,25.543241024017334
2,0.051976084892294744,0.875438209310021,0.12075063842042688,0.4865030674846626,0.0499339128666565,0.025177577510476112,1,25.555762767791748
3,0.0501431766114182,0.8822750405988323,0.12861050982432778,0.49754601226993866,0.0498703675461339,0.05285794287919998,1,25.58739471435547
4,0.049024645311419104,0.8824547880892211,0.12973315318594608,0.5049079754601227,0.04988307661023842,0.056840553879737854,1,25.564138889312744
5,0.048812397991725924,0.8856972329014746,0.12748808651470195,0.505521472392638,0.04937471404605765,0.06310845911502838,1,25.509354829788208
6,0.04759532212011454,0.8869174336547869,0.13503951236796047,0.5110429447852761,0.04989578567434294,0.04429393634200096,1,25.54857349395752
7,0.04721263119012223,0.8873358074684387,0.13793603796703674,0.5067484662576687,0.04997839459102232,0.04250079393386841,0,25.525298595428467
8,0.04684055810860189,0.8885469208510675,0.1329675247261604,0.5134969325153375,0.049864013014081644,0.04601316526532173,1,25.56612467765808
9,0.04666502418045939,0.8882673136437962,0.14045868600795744,0.5159509202453988,0.04999745818717909,0.026317231357097626,1,25.542469263076782
10,0.047212572240668195,0.8806332166438527,0.1304541780512209,0.5085889570552147,0.04969244064867063,0.10384225845336914,0,25.56375551223755
11,0.04730678069944131,0.8888369370157495,0.1375991025957483,0.5104294478527608,0.0499339128666565,0.037483543157577515,0,25.612572193145752
12,0.046805214508294855,0.884115603518368,0.1334736087446319,0.5042944785276073,0.04979411316150679,0.07242649048566818,0,25.516364097595215
13,0.046115224554447436,0.8880790791495562,0.13747829408984819,0.5104294478527608,0.04973056784098419,0.04899495095014572,0,25.525187492370605
14,0.045853834795270165,0.8885015210332671,0.13738965990991536,0.5134969325153375,0.04974327690508871,0.05756451562047005,0,25.532386779785156
15,0.04555469770453314,0.8886351884200622,0.14048852233103526,0.5171779141104295,0.049864013014081644,0.07905656099319458,1,25.54532480239868
16,0.045469304536709304,0.8888243137183353,0.1397844621163913,0.5171779141104295,0.04983224035382035,0.029061995446681976,0,25.65323233604431
17,0.04538236560072747,0.8897341033778665,0.13735421360991337,0.5171779141104295,0.04976234050124549,0.03554864600300789,0,25.61688494682312
18,0.04552116207815473,0.8901393373447194,0.1371526920768698,0.5214723926380368,0.04995933099486554,0.026281211525201797,1,25.615968227386475
19,0.045210972687174195,0.8884740230628191,0.12319043415381489,0.5226993865030675,0.04999745818717909,0.04998576641082764,1,25.673966884613037
20,0.0449037813108959,0.8864512624544929,0.1298876970080536,0.5184049079754601,0.049565350007625436,0.057749561965465546,0,25.583982467651367
