stage,trial,epoch,d_token,n_blocks,n_heads,ffn_hidden,dropout,snn_T,snn_tau,snn_v_threshold,snn_v_reset,snn_head_dropout,snn_alpha_init,lr,batch,val_auc,val_prauc,val_recall_at_fpr,val_fpr,val_threshold
stage_a_ft,0,8,16,2,4,128,0.3059027793077,8,2.0,0.2,0.0,0.1,2.0,0.0017461299010306012,8192,0.8629410980880889,0.10466420783120978,0.4429447852760736,0.04994662193076102,0.06813724
stage_a_ft,1,7,48,2,8,256,0.31456097536390715,8,2.0,0.2,0.0,0.1,2.0,0.0007448364004301992,2048,0.8786045517785983,0.1265956450036718,0.47730061349693254,0.04994026739870876,0.051366158
stage_a_ft,2,8,32,6,8,192,0.3606360124601746,8,2.0,0.2,0.0,0.1,2.0,0.0003981152453468443,2048,0.855138327247017,0.08675180939556065,0.43803680981595094,0.049825885821768084,0.056649163
stage_a_ft,3,5,48,4,4,256,0.2976269611749686,8,2.0,0.2,0.0,0.1,2.0,0.0025503926995585936,1024,0.8776948069516552,0.1267078778452162,0.47607361963190187,0.04999745818717909,0.056643568
stage_a_ft,4,4,48,6,8,192,0.17115355968835583,8,2.0,0.2,0.0,0.1,2.0,0.0008755606126749065,2048,0.8801877658962323,0.12926705209792963,0.4840490797546012,0.0499339128666565,0.042359963
stage_a_ft,5,8,32,5,8,128,0.2059089353361061,8,2.0,0.2,0.0,0.1,2.0,0.0003517980171798373,1024,0.8807663090039743,0.12978976729654115,0.4865030674846626,0.04999745818717909,0.07210753
stage_a_ft,6,8,32,3,4,64,0.3759689660746642,8,2.0,0.2,0.0,0.1,2.0,0.000961571767993819,1024,0.8776714628179566,0.12077570447117804,0.4705521472392638,0.049902140206395204,0.041203994
stage_a_ft,7,6,32,4,4,128,0.15091543705314947,8,2.0,0.2,0.0,0.1,2.0,0.00045238999939350587,4096,0.8781548809199679,0.12632422306364613,0.496319018404908,0.04997839459102232,0.033658385
stage_a_ft,8,4,48,3,4,192,0.1055047847647308,8,2.0,0.2,0.0,0.1,2.0,0.0019779202873020305,8192,0.8755121830803839,0.12132791521689903,0.4766871165644172,0.049851303949977124,0.039444227
stage_a_ft,9,3,32,4,4,256,0.3979807989522047,8,2.0,0.2,0.0,0.1,2.0,0.0010893815595882357,1024,0.8730692631518541,0.11571758209716965,0.4736196319018405,0.04994662193076102,0.07315563
