stage,trial,best_iteration,boosting_type,num_leaves,max_depth,learning_rate,min_child_samples,subsample,subsample_freq,colsample_bytree,reg_alpha,reg_lambda,min_split_gain,val_auc,val_prauc,val_recall_at_fpr,val_fpr,val_threshold
lightgbm,0,193,gbdt,244,12,0.045918988705873284,289,0.749816047538945,1,0.608233797718321,5.360294728728285,0.31044435499483225,4.997040685255803e-07,0.8898895129205908,0.16723926138695075,0.5262529832935561,0.04992332822188146,0.6307324724900831
lightgbm,1,590,gbdt,72,10,0.014689372953975089,159,0.6727299868828402,1,0.7824279936868144,0.1165691561324743,6.267062696005991e-07,0.00012997969313168238,0.9032040521078495,0.17704452873382986,0.5590692124105012,0.04970331355423695,0.7477109582050737
lightgbm,2,685,gbdt,41,10,0.015380821666156693,57,0.836965827544817,1,0.8736932106048627,9.148975058772307e-05,1.254134495897175e-07,9.149877525022172e-05,0.9040102156372876,0.17880406596423587,0.5560859188544153,0.04996999799986666,0.7647993066391047
lightgbm,3,1,gbdt,235,4,0.17877333612826407,315,0.6137554084460873,1,0.9757995766256756,1.1309571585271483,0.002404915432737351,0.23713402899336497,0.8327333596304989,0.058869259946644936,0.3269689737470167,0.03550236682445496,0.9999520394708211
lightgbm,4,626,gbdt,75,10,0.014094313993387368,226,0.6353970008207678,1,0.6563696899899051,0.16587190283399655,4.6876566400928895e-08,0.7854083114461319,0.9032594535737546,0.1778213423141662,0.5477326968973747,0.04994332955530369,0.745422949715503
lightgbm,5,943,gbdt,75,4,0.018760897310138556,64,0.908897907718663,1,0.9452413703502374,0.004070831640873338,9.507847858536042e-06,3.224532824812341e-08,0.9042252777074559,0.17975860753554845,0.5435560859188544,0.049956663777585175,0.7784489591134081
lightgbm,6,118,gbdt,104,6,0.08275481892245508,233,0.7243929286862649,1,0.9083868719818244,0.0002780739892288472,0.0005065186776865479,2.632256136809142e-05,0.884417023982983,0.14300687874944334,0.5017899761336515,0.04961664110940729,0.8185088864011291
lightgbm,7,526,gbdt,55,10,0.02272103268578588,307,0.610167650697638,1,0.6915192661966489,4.929685216887945e-08,4.052873758065144e-06,1.9488135833929595e-07,0.9037180362541274,0.17759584317492405,0.5471360381861575,0.04989665977731849,0.7548200889539768
lightgbm,8,94,gbdt,212,10,0.09829639089252526,361,0.9718790609370292,1,0.7272013899887455,9.782893389157736e-08,1.1256839212661599e-06,2.6113333123958975e-05,0.871964316316394,0.13708375024087632,0.5011933174224343,0.04990332688845923,0.7032620906343764
lightgbm,9,1,gbdt,224,4,0.1620197345919019,143,0.9272059063689972,1,0.8075162486973464,0.02124078827890451,1.8735548907110496e-05,0.5946434805027183,0.8325609356455108,0.05834759310333197,0.3287589498806683,0.03620908060537369,0.9998165074068878
lightgbm,10,1372,gbdt,154,-1,0.005342518154571319,146,0.706542565042567,1,0.7885929010047027,1.3152565611123622e-05,0.053331635335375924,0.0047380506118468,0.9030195966922854,0.1782734950376343,0.5572792362768496,0.04981665444362957,0.6725118062871194
lightgbm,11,1382,gbdt,165,-1,0.005748405180433712,131,0.6961254739533214,1,0.7890856026631795,7.321098518837309e-06,7.640070903562205,0.00455532041978386,0.9039743580359614,0.1786025603518252,0.5542959427207638,0.049836655777051805,0.6577277635576251
lightgbm,12,1569,gbdt,147,-1,0.00514403293487777,139,0.7948202870677615,1,0.7984165248678857,1.3449336957629834e-05,0.060120079504450905,0.00468127067162851,0.9037407943345785,0.17833813618521324,0.5602625298329356,0.04993666244416294,0.6681464426513091
lightgbm,13,552,gbdt,127,8,0.008836638171746687,178,0.8212663057499048,1,0.8476671509616371,1.4927751499807107e-06,0.01563383800457537,0.003048153720784845,0.8991426556519838,0.17213681673315712,0.5447494033412887,0.04975665044336289,0.7283815846178919
lightgbm,14,775,gbdt,185,-1,0.010300540120748372,93,0.7836170381746645,1,0.7338824581047707,0.0035456683788164566,1.2660750677392263,0.0005132062912710368,0.9029683164239588,0.17903624625158268,0.5525059665871122,0.04981665444362957,0.6380843952758801
lightgbm,15,241,gbdt,122,12,0.0335303125895621,198,0.8658471884059138,1,0.7459978502769798,0.051494254554134485,0.0001216533447690042,0.02216170635749325,0.8972180722947163,0.171996169924833,0.5429594272076372,0.04966997799853323,0.7206263685892998
lightgbm,16,956,gbdt,101,6,0.008848049993627287,24,0.768212938296505,1,0.8307796695558712,7.957258490874047e-07,1.7578071939504778e-08,3.2185885339471745e-06,0.900913111788996,0.17202109759276105,0.5447494033412887,0.04977665177678512,0.7527703449809493
lightgbm,17,228,gbdt,180,8,0.03197546944733415,258,0.6853133342524489,1,0.9069104556519085,0.004433823894543515,0.004384412929602985,0.0005203548408508828,0.8943577940995588,0.16660889654089203,0.5346062052505967,0.04994999666644443,0.7283489826252098
lightgbm,18,1668,gbdt,138,-1,0.0050122517408074324,104,0.6580133638559422,1,0.7676499392282249,5.6416596053054316e-05,0.0001402154720337061,0.025258626448592166,0.9038415965996778,0.17605562816280731,0.5590692124105012,0.04992332822188146,0.674669967528286
lightgbm,19,716,gbdt,83,10,0.011185239604260091,176,0.8725947984564898,1,0.6788243572374075,0.000766114590548736,3.359183778987828e-07,5.768295431440138e-06,0.903198701711379,0.17836124471226383,0.5566825775656324,0.049929995333022205,0.7396312829994641
lightgbm,20,1530,gbdt,31,-1,0.007389498213043073,380,0.7409132986240601,1,0.8593703792176267,0.4017425131233181,0.05839489336801117,0.00048589396776583713,0.9045294865321968,0.179702427831269,0.5572792362768496,0.04974998333222215,0.7728095452879494
lightgbm,21,1279,gbdt,135,-1,0.0059362094794062235,113,0.6519731736079604,1,0.7856381142020259,2.9858006034719014e-05,0.00013084466370348973,0.037533819227766364,0.9037744521074677,0.17890922863125802,0.551909307875895,0.04976331755450363,0.6905595109419397
lightgbm,22,855,gbdt,195,-1,0.007409389082593878,87,0.6636976461559223,1,0.7549736497877525,1.4667964493228326e-06,3.662527368076797e-05,0.05021936926948193,0.9041188187406607,0.17885747872168625,0.5531026252983293,0.04985665711047403,0.6555868499605678
lightgbm,23,577,gbdt,153,-1,0.012756943127116881,161,0.8054291387588517,1,0.8148623252614896,0.0004372296039648278,9.902220217816748e-07,0.001180603158019123,0.9022207924442378,0.17625536240472672,0.5566825775656324,0.04976331755450363,0.6777672568860196
lightgbm,24,405,gbdt,113,-1,0.021424080435841156,104,0.6706419061601473,1,0.7649011048051568,9.072943531196393e-05,0.0019294110565580467,0.016282098661066485,0.9023965519737911,0.17279174108378353,0.5554892601431981,0.04996333088872591,0.707204888036665
lightgbm,25,138,gbdt,149,8,0.04909878644966874,193,0.717957584576127,1,0.7070279219622465,1.3337610288168306e-08,0.0008466729315992375,0.13922466410686093,0.8871812973689097,0.1668969377956383,0.5256563245823389,0.04998999933328888,0.7511066371592364
lightgbm,26,1583,gbdt,86,12,0.005042668842177546,62,0.6365753006809325,1,0.7696566526236173,4.216943923365881e-06,0.3610749419983457,8.279613054095352e-05,0.9045181691508153,0.17775383537443604,0.5620525059665871,0.049809987332488835,0.7341170017990779
lightgbm,27,1210,gbdt,59,12,0.007385480105552948,20,0.6036803722840058,1,0.8947202058335308,4.915434427274457e-06,1.1844966857166301,0.00013312184346284708,0.9046394660200895,0.17754818313063753,0.5632458233890215,0.04998999933328888,0.7517645243759407
lightgbm,28,1328,gbdt,59,12,0.006814864674131838,29,0.6049286366516758,1,0.8870086420056297,2.832192205985959e-07,7.454438108653916,8.543683428413443e-05,0.9043185337256373,0.17708677800054856,0.565035799522673,0.04996333088872591,0.7522741049577119
lightgbm,29,1232,gbdt,54,12,0.007122529530445644,22,0.6011240791826794,1,0.8925493820803952,1.9846285961340518e-07,0.8045785191462291,1.881643062454765e-06,0.9045046718309462,0.17781046538836215,0.5554892601431981,0.04985665711047403,0.757505795572003
lightgbm,30,892,gbdt,89,12,0.009170061043916811,55,0.6323468602904125,1,0.9489782840401586,5.914167735678794e-07,5.029785814491392,2.2799534140012114e-05,0.9024202965957475,0.17584971259670146,0.5548926014319809,0.049956663777585175,0.7286942633864046
lightgbm,31,1335,gbdt,57,12,0.0065322990450932955,42,0.6315078905734988,1,0.9993134344664013,6.706546722654022e-06,0.2202589476928995,0.00010241746392076291,0.9038283021572958,0.17757281667815655,0.5513126491646778,0.049889992666177746,0.7530253933165197
lightgbm,32,2008,gbdt,63,12,0.005096748000263494,78,0.6029627414267473,1,0.8324626224364683,3.608174992373634e-06,1.4799781541319572,0.0001896313220336527,0.9049045234678333,0.17848469270793324,0.5566825775656324,0.04964330955397026,0.7439888332020761
lightgbm,33,1224,gbdt,37,12,0.007535824060531371,40,0.640450294070432,1,0.880660315336369,3.574028609514723e-07,0.20654894020766318,5.011949407898806e-05,0.9044305698343295,0.179742346709687,0.5596658711217184,0.049836655777051805,0.7712732696835194
lightgbm,34,410,gbdt,254,12,0.011920964576081012,76,0.7508451694519214,1,0.9360680534349977,2.4457971546703952e-06,3.2179863357135554,8.062756863044023e-06,0.898239413256031,0.172650673308904,0.545346062052506,0.04969664644309621,0.6501802458974293
lightgbm,35,573,gbdt,95,12,0.015804342493567557,21,0.6258382043504807,1,0.6211024033612567,2.2404954332627894e-05,0.06109268178285557,4.757454435993369e-07,0.9036696599184574,0.1763416427283171,0.548926014319809,0.04985665711047403,0.7256714179383369
lightgbm,36,1349,gbdt,67,12,0.006411221907750572,52,0.8532819325274342,1,0.8628057362618199,1.0925032175320863e-08,0.4380089593905635,0.0015265986593663268,0.9038545370009553,0.17728841971146125,0.5572792362768496,0.04982998866591106,0.7440183829905567
lightgbm,37,1148,gbdt,41,12,0.009144642263668372,126,0.9902116829679664,1,0.9142863962811252,3.96999090673768e-08,0.011993850576274593,0.00020383185524270618,0.9033439699480362,0.17850662020892408,0.5560859188544153,0.04996999799986666,0.7606642595734325
lightgbm,38,689,gbdt,81,6,0.015315903730878572,72,0.9199051665751647,1,0.8336059645510399,2.1194154202084901e-07,8.422875845651468,1.105879765132979e-05,0.900671615975671,0.1742224856267058,0.5477326968973747,0.049929995333022205,0.751888525842321
lightgbm,39,2767,gbdt,48,4,0.00654255582227424,42,0.6835977838761654,1,0.9268549088411647,0.00025167216542151116,2.3278942600221684,1.2692989544617504e-06,0.9049772411239508,0.17861737823073698,0.5459427207637232,0.04998999933328888,0.7785939328332271
lightgbm,40,149,gbdt,109,12,0.047294875737863604,63,0.6257102297458002,1,0.8835703839930775,6.976703297060482e-06,0.17050976030765172,5.473763850721454e-05,0.8929940198081623,0.15504849758776856,0.535799522673031,0.049649976665111006,0.757980941189771
lightgbm,41,1479,gbdt,33,12,0.007800750061678912,40,0.6341917238316424,1,0.878709213867365,4.2459169586918786e-07,0.36266937376593816,5.198319992416823e-05,0.904822063714351,0.1802845844903479,0.5608591885441527,0.0499766651110074,0.770150816040334
lightgbm,42,963,gbdt,73,12,0.008308097931192098,37,0.6516127722227143,1,0.8144191028097111,5.4115718461701436e-08,0.558427859208414,0.0003299581056607038,0.9036405688780206,0.17710464187998165,0.5608591885441527,0.04996999799986666,0.7440827060299389
lightgbm,43,808,gbdt,74,12,0.010105033776277587,36,0.6186363364818274,1,0.967031669293628,8.886225713979027,0.6122637295515736,0.0003372894520457301,0.9030603233532991,0.17740942727214976,0.5536992840095465,0.04967664510967398,0.7430502133596887
lightgbm,44,1207,gbdt,46,12,0.008131031056923956,60,0.6443672020117651,1,0.8609608930941303,6.321996647586458e-08,0.016600838263563768,6.612285014354634e-05,0.9045622015214699,0.18123413788766574,0.5626491646778043,0.04994999666644443,0.7617311907473481
lightgbm,45,802,gbdt,44,12,0.012853264925007641,55,0.642674516829957,1,0.9043032949658623,1.2709929345553672e-07,0.020436864970686412,1.7547193322599672e-05,0.9035827289042818,0.17780953064613894,0.5542959427207638,0.04984998999933329,0.7629397988647844
lightgbm,46,760,gbdt,32,12,0.01755385924883875,93,0.6023999847673964,1,0.8594154206088481,5.773911823700778e-07,0.12406843874828308,6.005394109470028e-05,0.9038824067984802,0.17778636992952798,0.548926014319809,0.049956663777585175,0.7710290925541785
lightgbm,47,360,gbdt,58,12,0.02553487418872972,72,0.6980202989182605,1,0.8752314384004193,3.819608355225748e-08,2.5497423834578767,9.356007838769836e-05,0.9012198187914199,0.17320197172090904,0.5441527446300716,0.04976331755450363,0.7620771966570635
lightgbm,48,358,gbdt,49,4,0.06996407907514827,262,0.6751955198115833,1,0.9570332456914415,1.2856180085743958e-06,0.005761769388450438,1.779488164704932e-08,0.8972170340393416,0.16273723258760409,0.522673031026253,0.04987665844389626,0.805267529096642
lightgbm,49,1570,gbdt,68,12,0.0057698878941953085,319,0.6196045711113572,1,0.8445469619204383,2.9524845381958606e-07,0.031681816545020475,0.001086902377820104,0.904048742469864,0.17920762221072556,0.5614558472553699,0.04994332955530369,0.7445688261972891
lightgbm,50,1553,gbdt,91,6,0.005830153477196353,311,0.6129987413587352,1,0.8450454121361649,8.541179243049089e-08,0.02588053512129294,0.0013589051499174741,0.9029950007804816,0.17857342126508424,0.5572792362768496,0.0499766651110074,0.7566167231036642
lightgbm,51,1172,gbdt,64,12,0.007766356790965553,335,0.6451537817760956,1,0.9246886924096,3.2839325110103555e-07,1.3528391317656399,3.750342742752186e-05,0.9041050310275259,0.18032312923100796,0.5590692124105012,0.04982332155477032,0.7470622436721184
