stage,trial,epoch,d_token,n_blocks,n_heads,ffn_hidden,dropout,snn_T,snn_tau,snn_v_threshold,snn_v_reset,snn_head_dropout,snn_alpha_init,lr,batch,val_auc,val_prauc,val_recall_at_fpr,val_fpr,val_threshold
stage_a_ft,0,1,16,2,4,128,0.3059027793077,8,2.0,0.2,0.0,0.1,2.0,0.0017461299010306012,8192,0.7423916904722845,0.03571278344846418,0.24284009546539378,0.04985665711047403,0.0830843
stage_a_ft,0,2,16,2,4,128,0.3059027793077,8,2.0,0.2,0.0,0.1,2.0,0.0017461299010306012,8192,0.861923821969993,0.10031125949907108,0.431980906921241,0.04986999133275552,0.03833912
stage_a_ft,0,3,16,2,4,128,0.3059027793077,8,2.0,0.2,0.0,0.1,2.0,0.0017461299010306012,8192,0.8819498209188488,0.1461251161081945,0.502983293556086,0.04982332155477032,0.026735922
stage_a_ft,0,4,16,2,4,128,0.3059027793077,8,2.0,0.2,0.0,0.1,2.0,0.0017461299010306012,8192,0.8869306561567111,0.15436198892560665,0.5149164677804295,0.049983332222148145,0.05610461
stage_a_ft,0,5,16,2,4,128,0.3059027793077,8,2.0,0.2,0.0,0.1,2.0,0.0017461299010306012,8192,0.8890841768130603,0.1630943617520254,0.5202863961813843,0.0497899859990666,0.028469674
stage_a_ft,0,6,16,2,4,128,0.3059027793077,8,2.0,0.2,0.0,0.1,2.0,0.0017461299010306012,8192,0.8900378899563869,0.1689277858134085,0.513126491646778,0.049889992666177746,0.045930296
stage_a_ft,0,7,16,2,4,128,0.3059027793077,8,2.0,0.2,0.0,0.1,2.0,0.0017461299010306012,8192,0.8908142961320731,0.1665025927853538,0.5244630071599046,0.04976331755450363,0.028651096
stage_a_ft,0,8,16,2,4,128,0.3059027793077,8,2.0,0.2,0.0,0.1,2.0,0.0017461299010306012,8192,0.8927351998486452,0.1707398651838557,0.5340095465393795,0.049883325555037,0.06697287
stage_a_ft,1,1,48,2,8,256,0.31456097536390715,8,2.0,0.2,0.0,0.1,2.0,0.0007448364004301992,2048,0.8627232308725117,0.13842657676502923,0.4767303102625298,0.04981665444362957,0.05158685
stage_a_ft,1,2,48,2,8,256,0.31456097536390715,8,2.0,0.2,0.0,0.1,2.0,0.0007448364004301992,2048,0.889870832279829,0.1634253851172799,0.5173031026252983,0.049983332222148145,0.03966248
