epoch,train_loss,val_auc,val_prauc,val_recall_at_fpr,val_fpr,val_threshold,is_best_epoch,epoch_seconds
1,0.06644320454240633,0.8570217676639618,0.10088448202506997,0.45153374233128835,0.04999745818717909,0.038830481469631195,1,14.116327047348022
2,0.049462271499978464,0.8794366134258241,0.12268678966082207,0.49447852760736194,0.04995297646281328,0.04966546967625618,1,14.185858488082886
3,0.047573224151990647,0.8791453906797494,0.1251532136972888,0.5006134969325153,0.049825885821768084,0.043961167335510254,1,13.954970121383667
4,0.0464211384876643,0.8830498081477108,0.1334046739632577,0.5202453987730061,0.04970514971277515,0.09946528822183609,1,14.168249607086182
5,0.04617796834016381,0.8849567252468755,0.13390481958214556,0.5196319018404908,0.04999745818717909,0.045664314180612564,0,14.060186624526978
6,0.04565861723262532,0.8860955743452181,0.1349870937253504,0.5177914110429448,0.049590768135834476,0.05222045257687569,0,14.260844945907593
7,0.045673660131880456,0.8852427006308997,0.13901056346173427,0.5226993865030675,0.04975598596919323,0.042780954390764236,1,13.994701385498047
8,0.04540773256201886,0.8846198941140037,0.14169265410808168,0.5116564417177915,0.04985765848202938,0.03396192938089371,0,13.661134243011475
9,0.045118135372248125,0.8828364732518643,0.14343018855593245,0.5269938650306748,0.04989578567434294,0.03206043317914009,1,13.77116322517395
10,0.04512743570041159,0.884746575414027,0.13928160565484515,0.5208588957055215,0.049902140206395204,0.03650324046611786,0,13.95552945137024
11,0.04478156887446296,0.8848135884377769,0.14373073096120884,0.5251533742331288,0.049838594885872604,0.025834117084741592,0,13.992532014846802
12,0.04459303807214526,0.8843581400230104,0.14687416094638,0.5214723926380368,0.04998474912307458,0.04967370256781578,0,13.515775918960571
13,0.044643469823240946,0.8864913661791688,0.14471396806864462,0.5233128834355828,0.04999745818717909,0.04736645519733429,0,13.684576272964478
14,0.044600442252107124,0.8873015046908141,0.14730311911475252,0.5165644171779141,0.0495399318794164,0.03563057258725166,0,13.565504312515259
15,0.044352940595989966,0.8859799452527825,0.15498163471789925,0.5294478527607362,0.04994026739870876,0.02862013690173626,1,13.748570680618286
16,0.04437717202021515,0.8871076193412307,0.15090521506077004,0.5245398773006135,0.04999745818717909,0.037117309868335724,0,13.598450660705566
17,0.044286499104258935,0.8868812050251171,0.15423753850774408,0.5245398773006135,0.04954628641146866,0.04260777682065964,0,13.653804063796997
18,0.04420334086197943,0.8886048504026199,0.15517039446647105,0.5306748466257669,0.04997204005897006,0.041758935898542404,1,13.576170206069946
19,0.04405705229846253,0.8882319894628603,0.15431544444964723,0.5245398773006135,0.049825885821768084,0.028393538668751717,0,13.554306030273438
20,0.043934403002569844,0.8886603044156123,0.1557416166486764,0.5331288343558283,0.04997839459102232,0.03366607055068016,1,13.628776550292969
