stage,trial,best_iteration,boosting_type,num_leaves,max_depth,learning_rate,min_child_samples,subsample,subsample_freq,colsample_bytree,reg_alpha,reg_lambda,min_split_gain,val_auc,val_prauc,val_recall_at_fpr,val_fpr,val_threshold
lightgbm,42,1102,gbdt,211,4,0.014074153029421787,398,0.7186971652115172,1,0.9777201745727825,2.1097828757039428e-06,0.00013715278764651637,2.1445195116771324e-08,0.8770115836491886,0.13509182336631292,0.49693251533742333,0.04983224035382035,0.767869137200751
lightgbm,43,1685,gbdt,240,4,0.010575668026573008,301,0.7597680053603468,1,0.9064671701056605,0.00014751767253057236,0.00027375352319617226,2.8018455213883014e-07,0.8775980952621544,0.1352260753500519,0.49938650306748467,0.0498703675461339,0.7670042428848076
lightgbm,44,2594,gbdt,228,4,0.006163446806147702,321,0.6941186431738258,1,0.9999859717643272,1.4514179674713815e-05,3.1057258148218087e-06,1.1783730887128884e-07,0.8773257587311272,0.13653842470688368,0.49570552147239266,0.0498703675461339,0.7662161834177973
lightgbm,45,1241,gbdt,218,6,0.007962672110631465,363,0.7308090991755966,1,0.9750648387141825,2.7047575082395385e-07,0.004289332522067978,2.8704887365670104e-08,0.8739951496597558,0.13239922455152892,0.4822085889570552,0.04983224035382035,0.7347106071707062
lightgbm,46,322,gbdt,255,10,0.01567837664178987,237,0.7881597873053391,1,0.9443612308691572,6.419662990592608e-06,3.1698268893102996e-07,1.0356254393034066e-08,0.8625881252742584,0.12069791250419032,0.4625766871165644,0.04994026739870876,0.6370667357429886
lightgbm,47,947,gbdt,152,4,0.019218587107615412,336,0.8048778227551483,1,0.7660822645523062,2.581205690120742e-06,0.0010959689620992764,7.1758355683129e-07,0.8774779244336202,0.13536322494275302,0.49877300613496933,0.04997839459102232,0.767969100902417
lightgbm,48,139,gbdt,169,-1,0.054491552438047874,204,0.7595613226127185,1,0.9221681502933956,0.26787878585868824,0.01882269949511772,2.1738145634120324e-05,0.8557066075905704,0.11213017767317633,0.4521472392638037,0.049902140206395204,0.6953386000849937
lightgbm,49,773,gbdt,208,4,0.02982889344064138,367,0.6356622183152527,1,0.7131805151434095,0.0010324174960191167,0.049151738547714895,4.241145531279102e-06,0.8762691949751324,0.13102385143282264,0.48957055214723927,0.0499339128666565,0.7780808268210848
lightgbm,50,201,gbdt,244,8,0.02397318823294913,50,0.7177070293499193,1,0.982859149460589,5.277539963749702e-07,1.4311960580662138e-05,1.5677772128950326e-06,0.8565440686407976,0.11595944726340204,0.4558282208588957,0.04990849473844746,0.6957967794179982
lightgbm,51,1813,gbdt,240,4,0.010348341364445455,302,0.7498617727134627,1,0.9629433502109523,0.00011771833609051314,0.00024535717433864246,2.424645521598495e-07,0.8779285582182735,0.1357186536381394,0.5,0.04969244064867063,0.7669794527492111
